idmonitoreodiario,fechamonitoreo,clavesih,nombreoficial,nombrecomun,estado,nommunicipio,regioncna,latitud,longitud,uso,corriente,tipovertedor,inicioop,elevcorona,bordolibre,nameelev,namealmac,namoelev,namoalmac,alturacortina,elevacionactual,almacenaactual,llenano
2195101,2024-02-14,UREMC,"Urepetiro, Mich.","Urepetiro, Mich.",Michoacán de Ocampo,Tlazazalca,Lerma Santiago Pacífico,19.962222,-102.137778,RI,R. Tlazazalca,Libre,1964,1752.5,1.5,1745.68,10.923,1745.0,8.282,31,1742.34,3.171,0.38287853175561404
2195102,2024-02-14,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.","La Pólvora, Jal.",Jalisco,Degollado,Lerma Santiago Pacífico,20.491111,-102.231944,RI,R. Huascato,Libre,1989,1669.1,4.1,1665.0,56.15,1663.46,51.675,69,1648.56,21.184,0.40994678277697105
2195103,2024-02-14,DGNMC,"De Gonzalo, Mich.","De Gonzalo, Mich.",Michoacán de Ocampo,Vista Hermosa,Lerma Santiago Pacífico,20.304444,-102.436944,RI,A. sin nombre,Libre,1890,1535.83,0.93,1534.9,10.0,1533.88,8.837,10,1531.6,0.098,0.01108973633586
2195104,2024-02-14,LDCJL,"Lago de Chapala, Jal.","Chapala, Jal.",Jalisco,Chapala,Lerma Santiago Pacífico,20.290556,-103.201667,AP,R. Lerma,Libre,,0,0.0,99.0,9279.71,98.0,8126.41,0,93.99,3689.135,0.45396860360232805
2195105,2024-02-14,LCLJL,"La Colonia, Jal.","La Colonia, Jal.",Jalisco,Zapotlán del Rey,Lerma Santiago Pacífico,20.43,-102.931944,RI,A. Los Sabinos,Libre,1927,0,0.0,103.4000015,6.5,103.0,5.775,6,102.55,4.421,0.7655411255411251
2195106,2024-02-14,CHLJL,"Chila, Jal.","Chila, Jal.",Jalisco,Zapotlán del Rey,Lerma Santiago Pacífico,20.489722,-102.944167,RI,A. Chila,Libre,1945,1525.88,1.0,99.0,1.0,98.7,0.762,10,98.67,0.756,0.9921259842519681
2195107,2024-02-14,BATQT,"El Batán, Qro.",Los Arcos,Querétaro,Corregidora,Lerma Santiago Pacífico,20.504167,-100.412222,RI,Río El Pueblito,Libre,,1914.85,0.0,1905.15,8.042,1902.1,5.791,45.5,1888.33,0.644,0.11120704541529901
2195108,2024-02-14,IALGJ,"Ignacio Allende, Gto.","La Begoña, Gto.",Guanajuato,San Miguel de Allende,Lerma Santiago Pacífico,20.848056,-100.825833,RI,R. de la Laja,Contr,1968,1834.7,2.04998,1833.33,241.41,1830.75,170.79,43,1821.24,24.243,0.14194624978043202
2195109,2024-02-14,PNLGJ,"Peñuelitas, Gto.","Peñuelitas, Gto.",Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Lerma Santiago Pacífico,21.105,-100.878333,RI,R. De la Erre,Libre,1960,1908.2,0.91,1907.29,30.169,1904.7,17.46,28,1897.16,0.168,0.009621993127147
2195110,2024-02-14,SRSJL,"Manuel M. Diéguez, Jal.","Santa Rosa, Jal.",Jalisco,Amatitán,Lerma Santiago Pacífico,20.908889,-103.705556,GH,R. Santiago,Contr,1964,747,0.5,748.0,418.0,746.46,393.36,114,740.79,332.11,0.8442902176123651
2195111,2024-02-14,ESLJL,"El Salto, Jal.","El Salto, Jal.",Jalisco,Valle de Guadalupe,Lerma Santiago Pacífico,21.037222,-102.705,AP,R. El Salto,Libre,1940,1814.5,2.0,1812.5,118.54,1810.160034,85.0,42,1809.18,76.77,0.903176470588235
2195112,2024-02-14,SA1JL,"La Sauceda, Jal.","Garabatillos, Jal.",Jalisco,Lagos de Moreno,Lerma Santiago Pacífico,21.359167,-101.835556,RI,R. La Sauceda,Libre,1982,1923,1.96997,1921.030029,21.5,1918.900024,16.0,38.1,1912.25,4.45,0.278125
2195142,2024-02-14,BBAJL,"Basilio Vadillo, Jal.","Las Piedras, Jal.",Jalisco,El Limón,Lerma Santiago Pacífico,19.913611,-104.061111,RI,R. Tuxcacuesco,Libre,1973,982.8,2.7,978.97,146.888,974.35,124.75,96,969.16,102.1,0.8184368737474951
2195143,2024-02-14,TMLJL,"Ramón Corona Madrigal General, Jal.","Trigomil, Jal.",Jalisco,Ayutla,Lerma Santiago Pacífico,19.976111,-104.370278,RI,R. Ayuquila,Libre,1993,1209.34,2.94001,1209.359985,324.0,1201.400024,250.0,107,1188.54,155.33,0.6213200000000001
2195144,2024-02-14,CRNJL,"Corrinchis, Jal.",Corrinchis,Jalisco,Mascota,Lerma Santiago Pacífico,20.479722,-104.780833,RI,Río Mascota,Libre,,1337,0.0,1336.1,29.0,1332.6,20.0,38,1331.61,17.317,0.8658500000000001
2195145,2024-02-14,VEGJL,"Ing. Santiago Camarena, Jal.","La Vega, Jal.",Jalisco,Teuchitlán,Lerma Santiago Pacífico,20.596389,-103.845833,RI,R. Ameca,Libre,1960,1261,2.14001,1258.859985,80.0,1257.0,44.03499985,18,1257.25,49.275,1.11899625679231
2195146,2024-02-14,LDACM,"Laguna de Amela, Col.","Tecomán, Col.",Colima,Tecomán,Lerma Santiago Pacífico,18.809167,-103.774167,RI,Canal Bajo Amela y Dren Zanja,Libre,,10.89,3.25,7.64,41.3,7.39,38.343,6.35,6.94,33.133,0.8641212216049861
2195147,2024-02-14,TRJCM,"Solidaridad, Jal.","Trojes, Jal.",Jalisco,Pihuamo,Lerma Santiago Pacífico,18.967222,-103.396667,RI,R. El Cajón,Libre,1994,303.6,0.0,301.11,285.742,292.37,203.388,87,289.02,177.369,0.872072098648887
2195148,2024-02-14,CPEJL,"Cajón de Peña, Jal.","Tomatlán, Jal.",Jalisco,Tomatlán,Lerma Santiago Pacífico,19.9975,-105.129722,RI,R. Tomatlán,Contr,1976,142,2.8,139.2,707.62,131.66,500.0,68,130.0,457.16,0.91432
2195149,2024-02-14,VCVJL,"Vicente C. Villaseñor, Jal.","Valle de Juárez, Jal.",Jalisco,Valle de Juárez,Lerma Santiago Pacífico,19.939722,-102.941667,RI,R. Quitupan,Libre,1950,1880,2.0,1878.0,18.12000084,1877.0,14.43999958,18,1875.84,10.316,0.71440445291204
2195150,2024-02-14,LCDSO,"Lázaro Cárdenas, Son.","La Angostura, Son.",Sonora,Nacozari de García,Noroeste,30.437778,-109.378889,RI,R. Bavispe,Libre,1942,843.75,3.59998,840.1500244,1116.459961,830.7000122,703.3800049,91.75,815.86,250.368,0.355949839710889
2195151,2024-02-14,PECSO,"Plutarco Elías Calles, Son.","El Novillo, Son.",Sonora,Soyopa,Noroeste,28.976667,-109.642222,GH,R. Yaqui,Contr,1964,297.8,1.00001,296.8,3511.96,290.5,2833.07,133.8,253.24,491.938,0.173641314898678
2195152,2024-02-14,AOBSO,"Alvaro Obregón, Son.","Oviachic, Son.",Sonora,Cajeme,Noroeste,27.8225,-109.8925,AP/GH/RI,R. Yaqui,Libre,1952,115.1,2.9,112.1999969,4478.215,105.5,3023.14,90,88.63,843.115,0.278887183524415
2195153,2024-02-14,AGZCH,"Abraham González, Chih.","Guadalupe, Chih.",Chihuahua,Guerrero,Noroeste,28.481667,-107.482778,RI,R. Papigochi,Libre,1961,2052.9,1.5999500000000002,2051.300049,102.891,2047.800049,79.354,41.9,2036.38,23.679,0.298397056229049
2195154,2024-02-14,IRASO,"Ignacio R. Alatorre, Son.","Punta de Agua, Son.",Sonora,Guaymas,Noroeste,28.426389,-110.396944,RI,R. San Marcial o Mátape,Libre,1972,105,2.29,102.7099991,29.69000053,100.0,16.15999985,30,91.2,0.0,0.0
2195155,2024-02-14,ARCSO,"Adolfo Ruiz Cortines, Son.","Mocúzari, Son.",Sonora,Alamos,Noroeste,27.226111,-109.106667,AP/GH/RI,Río Mayo,Mixto,1955,148,2.5300000000000002,145.4700012,1822.141,138.46,1200.0,88.5,108.95,75.032,0.06252666666666601
2195156,2024-02-14,CHTSO,"Cuauhtémoc, Son.","Santa Teresa, Son.",Sonora,Tubutama,Noroeste,30.873333,-111.516389,RI,R. Altar,Libre,1950,603,2.75,600.25,66.33000183,597.0,41.47000122,57.2,585.43,1.457,0.035133830651958
2195157,2024-02-14,AGCSO,"Agua Caliente, Son.",Dique 10,Sonora,Cajeme,Noroeste,27.75,-109.887778,RI,Canal Alto Oviachic,Libre,,100.85,0.0,79.6,41.16,79.1,37.58,8.35,78.75,35.062,0.932996274614156
2195158,2024-02-14,ARLSO,"Abelardo Rodríguez Luján, Son.","Hermosillo, Son.",Sonora,Hermosillo,Noroeste,29.076667,-110.92,AP,R. Sonora,Contr,1948,231.6,3.20001,228.3999939,284.4700012,226.98,219.52,36,214.49,0.003,1.36661807580174e-05
2195159,2024-02-14,PMOSO,"Ing. Rodolfo Félix Valdés, Son.","El Molinito, Son.",Sonora,Hermosillo,Noroeste,29.2125,-110.725556,AP,R. Sonora,Libre,,295.4,2.00001,293.4,222.47,289.36,121.202,31.4,278.13,10.367,0.08553489216349501
2195160,2024-02-14,CRRBN,"El Carrizo, B.C.","El Carrizo, B.C.",Baja California,Tijuana,Península de Baja California,32.479444,-116.696944,AP,A. Carrizo,Libre,1978,288.34,2.12,286.2200012,44.58499908,284.7000122,40.86600113,55.8,276.04,22.875,0.5597562611333481
2195161,2024-02-14,ALRBN,"Abelardo L. Rodríguez, B.C.","Tijuana, B.C.",Baja California,Tijuana,Península de Baja California,32.444722,-116.908333,AP,R. Tijuana,Contr,1937,127,2.0,125.0,121.392,115.85,76.9,72,105.79,37.718,0.49048114434330303
2195162,2024-02-14,AURBN,"Las Auras, B.C.",,Baja California,Tecate,Península de Baja California,32.544722,-116.531667,AP,A. Las Auras,Libre,,822,0.0,822.0,5.1,820.0,5.01,40,813.993,2.62,0.5229540918163671
2195163,2024-02-14,ELZBN,"Emilio López Zamora, B.C.","Ensenada, B.C.",Baja California,Ensenada,Península de Baja California,31.890278,-116.6025,AP,A. Ensenada,Libre,1978,27,1.74,25.26000023,6.342000008,19.88999939,2.732000113,34,20.25,2.896,1.06002923873231
2195164,2024-02-14,LDCSI,"Luis Donaldo Colosio, Sin.","Huites, Sin.",Sinaloa,Choix,Pacífico Norte,26.844722,-108.367778,GH,R. Fuerte,Contr,1995,290.75,0.75,290.0,4567.08,274.0,3202.16,164.75,215.1,501.02,0.156463137382266
2195165,2024-02-14,PMHSI,"Miguel Hidalgo, Sin.","El Mahoné, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.509722,-108.58,AP/GH/RI,R. Fuerte,Mixto,1956,151.4,3.4,148.0,4171.273,142.36,3312.89,81,116.16,675.29,0.20383713313753202
2195166,2024-02-14,JORSI,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.426944,-108.7025,AP/RI,A. Alamos,Contr,1967,113.5,2.93,112.6500015,685.11,109.5,519.28,44,100.74,182.615,0.35166961947311604
2195167,2024-02-14,GDOSI,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Sinaloa,Sinaloa,Pacífico Norte,25.856667,-107.911111,AP/GH/RI,R. Sinaloa,Contr,1981,256,3.5,252.5,2687.074,237.06,1618.751,116,213.21,556.149,0.34356673756494904
2195168,2024-02-14,GBESI,"Ing. Guillermo Blake Aguilar, Sin.","El Sabinal, Sin.",Sinaloa,Sinaloa,Pacífico Norte,26.103056,-108.3275,AP/RI,A. Ocoroni,Libre,1985,201.2,4.59,196.6100006,469.2,188.4499969,294.578,81.2,175.3,115.306,0.391427737305569
2195169,2024-02-14,EBLSI,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Sinaloa,Salvador Alvarado,Pacífico Norte,25.484722,-108.065556,AP/RI,R. Mocorito,Contr,1972,71.2,2.35,68.84999847,264.9500122,63.54,80.08,41,60.02,25.876,0.32312687312687305
2195170,2024-02-14,ALMSI,"Adolfo López Mateos, Sin.","El Humaya o El Varejonal, Sin.",Sinaloa,Badiraguato,Pacífico Norte,25.101389,-107.388333,AP/RI,R. Humaya,Libre,1964,186.5,3.02,183.4799957,4034.52002,176.0,3086.610107,105.5,142.99,543.943,0.176226663279049
2195171,2024-02-14,JGRSI,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.753611,-107.059444,RI,A. El Bledal,Libre,1994,178.3,2.02,176.2799988,102.0,168.5,54.684,50,152.6,7.483,0.136840757808499
2195202,2024-02-14,TNTCH,"El Tintero, Chih.","El Tintero, Chih.",Chihuahua,Buenaventura,Río Bravo,29.5625,-107.384167,RI,R. Santa María,Libre,1950,1712,2.96997,1709.030029,216.7030029,1703.0,125.0749969,56,1686.84,14.99,0.11984809411576301
2195203,2024-02-14,LJSCH,"Las Lajas, Chih.","Las Lajas, Chih.",Chihuahua,Buenaventura,Río Bravo,29.88,-107.025833,RI,R. El Carmen o Santa Clara,Libre,1964,1563.8,2.18,1561.619995,106.5469971,1558.699951,83.26599884,47,1544.33,13.316,0.159921218570708
2195204,2024-02-14,CPRNL,"José López Portillo, N.L.","Cerro Prieto, N.L.",Nuevo León,Linares,Río Bravo,24.9375,-99.399722,AP,A. Pablillo - Hualauises,Contr,1984,288,2.5,285.5,393.0,282.52,300.0,50,265.64,31.375,0.10458333333333301
2195205,2024-02-14,TMPTP,"Tampico, Tamps.",Sistema lagunario Chairel,\N,Tampico,\N,22.238333,-97.876111,,L. El Chairel,Libre,,\N,0.0,1.4,854.0,1.0,676.0,\N,0.35000000000000003,383.0,0.5665680473372781
2194997,2024-02-14,CNPMX,"La Concepción, Méx.","La Concepción, Méx.",Estado de México,Tepotzotlán,Aguas del Valle de México,19.695,-99.304444,RI,R. Tepotzotlán,Libre,1949,2355.64,3.09996,2352.540039,12.599,2352.100098,12.111,39,2344.92,6.06,0.500371563041862
2194998,2024-02-14,PMDMX,"Madín, Méx.","Madín, Méx.",Estado de México,Naucalpan de Juárez,Aguas del Valle de México,19.526944,-99.260833,AP,R. Tlanepantla,Contr,1959,2348.5,2.46,2346.04,17.964,2336.29,9.37,75,2333.52,7.654,0.816862326574172
2194999,2024-02-14,PRGHD,"Javier Rojo Gómez, Hgo.","La Peña, Hgo.",Hidalgo,Alfajayucan,Aguas del Valle de México,20.359722,-99.329444,RI,R. Alfajayucan,Contr,1979,1980.96,1.3,1977.839,43.317,1976.84,39.99,60,1972.83,29.17,0.729432358089522
2195000,2024-02-14,TXMHD,"Taxhimay, Méx.","Taxhimay, Méx.",Estado de México,Villa del Carbón,Aguas del Valle de México,19.834722,-99.385278,RI,R. San Luis de las P,Libre,1912,2217.05,7.05,2216.1,47.386,2214.1,39.914,43,2209.64,24.372,0.6106128175577491
2195001,2024-02-14,PRQHD,"Requena, Hgo.","Requena, Hgo.",Hidalgo,Tula de Allende,Aguas del Valle de México,19.963056,-99.310833,RI,R. Tula,Mixto,,2116.59,1.5,2110.3,61.519,2109.0,51.57,38,2102.91,15.414,0.298894706224549
2195002,2024-02-14,ENDHD,"Endhó, Hgo.","Endhó, Hgo.",Hidalgo,Tepetitlán,Aguas del Valle de México,20.163889,-99.36,RI,R. Tula,Libre,1951,2023,3.0,2020.0,208.65,2018.0,182.9,60,2014.08,134.269,0.7341115363586661
2195003,2024-02-14,PVAHD,"Vicente Aguirre, Hgo.","Las Golondrinas, Hgo.",Hidalgo,Alfajayucan,Aguas del Valle de México,20.435556,-99.375833,RI,R. Alfajayucan,Libre,1954,1865.9,7.4,1855.5,19.685,1854.9,17.799,27,1845.23,0.723,0.040620259565144
2195004,2024-02-14,SJATL,"San José Atlanga, Tlax.","Atlanga,Tlax.",Tlaxcala,Atlangatepec,Balsas,19.556111,-98.200556,RI,R. Zahuapán,Libre,1959,2500,2.32988,2486.870117,47.97,2486.399902,42.63,24.2,2484.27,22.969,0.5387989678630071
2195005,2024-02-14,BDDPB,"Manuel Avila Camacho, Pue.","Valsequillo o Balcón del Diablo, Pue.",Puebla,Puebla,Balsas,18.9125,-98.108611,RI,R. Atoyac,Libre,1946,2064,2.0,2062.0,391.489,2059.02,300.654,85,2056.05,226.044,0.751840986649105
2195006,2024-02-14,YOSOX,"Yosocuta, Oax.",San Marcos Arteaga,Oaxaca,San Marcos Arteaga,Balsas,17.724444,-97.826111,RI/AP,Río Huajuapan,Libre,,1513.7,0.0,1512.55,57.26,1509.7,47.226,53.7,1504.18,32.313,0.6842205564731291
2195007,2024-02-14,PUCMC,"Pucuato, Mich.","Pucuato, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.621389,-100.684167,RI,A. Los Charcos,Libre,1946,2501.25,1.25,2500.0,11.534,2499.0,9.485,15,2496.74,5.545,0.5846072746441751
2195008,2024-02-14,SABMC,"Sabaneta, Mich.","Sabaneta, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.622778,-100.669444,RI,A. Los Charcos,Libre,1948,2494.9,2.05,2508.95,5.875,2508.0,5.043,17,2507.99,5.035,0.998413642673012
2195009,2024-02-14,AGOMC,"Agostitlán, Mich.","Mata de Pinos, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.579722,-100.608889,RI,A. El Chaparro,Libre,1955,2379,1.16,2377.84,18.754,2376.6,15.675,25,2376.52,15.486,0.9879425837320571
2195010,2024-02-14,DBOMC,"El Bosque, Mich.","El Bosque, Mich.",Michoacán de Ocampo,Zitácuaro,Balsas,19.387778,-100.421111,AP,Río San Juan,Libre,1954,1745,2.0,1743.0,220.1,1741.4,202.4,70,1732.9,118.82,0.587055335968379
2195011,2024-02-14,VBRMX,"Valle de Bravo, Méx.","Valle de Bravo, Méx.",Estado de México,Valle de Bravo,Balsas,19.2075,-100.18,AP,R. Valle de Bravo,Libre,1947,1835.37,2.5,1833.0,449.42,1830.0,394.39,56,1813.43,127.393,0.32301275387306905
2195012,2024-02-14,VVCMX,"Villa Victoria, Méx.","Villa Victoria,Méx.",Estado de México,Villa Victoria,Balsas,19.461667,-100.055556,AP,R. San Juan Malacate,Libre,1944,2561.96,0.0,2607.5,249.943,2605.5,185.723,19,2600.04,56.015,0.30160507853093
2195013,2024-02-14,EGLGR,"El Gallo, Gro.","El Gallo, Gro.",Guerrero,Cutzamala de Pinzón,Balsas,18.703056,-100.671111,GH/RI,R. Cutzamala,Libre,1998,370.5,2.5,368.0,545.9660034,362.7799988,400.0390015,67.5,361.79,375.93,0.939733372472183
2195014,2024-02-14,RODMR,"El Rodeo, Mor.","El Rodeo, Mor.",Morelos,Miacatlán,Balsas,18.765278,-99.331389,RI,R. Tembembe,Libre,1974,1166.5,2.30005,1166.5,33.13700104,1164.199951,26.98399925,8,1154.33,5.006,0.18551734876734402
2195015,2024-02-14,LDTGR,"Laguna de Tuxpan, Gro.","Laguna de Tuxpan, Gro.",Guerrero,Iguala de la Independencia,Balsas,18.363333,-99.503056,RI,Antiguo canal de riego,Libre,1937,744.75,0.0,743.3499756,19.50300026,742.8400269,17.64699936,8,741.65,13.47,0.763302572024346
2195016,2024-02-14,AFIGR,"Andrés Figueroa, Gro.","Las Garzas, Gro.",Guerrero,Ajuchitlán del Progreso,Balsas,18.075833,-100.5175,RI,R. Ajuchitán,Libre,1984,385,2.39001,382.6099854,133.029,377.0,102.5,72.5,365.1,55.52,0.541658536585365
2195017,2024-02-14,VTRGR,"Valerio Trujano, Gro.","Tepecoacuilco, Gro.",Guerrero,Tepecoacuilco de Trujano,Balsas,18.295833000000002,-99.466111,AP/RI,R. Tepecoacuilco,Libre,1964,844.3,1.51997,842.7800293,51.727,840.0,31.014,33.3,834.16,8.121,0.26184948732830304
2195018,2024-02-14,VGRGR,"Vicente Guerrero, Gro.","Palos Altos, Gro.",Guerrero,Arcelia,Balsas,18.382778,-100.265833,AP/RI,R. Poliutla,Libre,1968,433,2.70001,430.2999878,300.0,425.0,249.49,67.5,416.85,161.2,0.646118080885005
2195019,2024-02-14,LCLGR,"La Calera, Gro.","La Calera, Gro.",Guerrero,Zirándaro,Balsas,18.418611,-101.003056,RI,R. Chiquito o El Oro,Libre,1964,124.3,1.6800000000000002,122.6200027,34.1928,118.0,9.393,31.8,118.28,10.435,1.11093367401256
2195020,2024-02-14,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.","El Caracol, Gro.",Guerrero,General Heliodoro Castillo,Balsas,17.947778,-99.995556,GH,R. Balsas,Contr,1986,526,2.4,523.6,1183.23,521.0,1057.29,126,509.17,640.715,0.605997408468821
2195021,2024-02-14,LOLMC,"Los Olivos, Mich.","Los Olivos, Mich.",Michoacán de Ocampo,Tepalcatepec,Balsas,19.210833,-102.865556,RI,Los Otates,Libre,1961,423,2.0,421.0,16.27099991,418.0,10.26200008,37,415.74,6.939,0.676183974459684
2195022,2024-02-14,SJUMC,"San Juanico, Mich.","La Laguna, Mich.",Michoacán de Ocampo,Cotija,Balsas,19.839444,-102.651389,RI,R. Cotija,Libre,1950,1574.6,0.0,1604.56,71.69,1603.86,60.545,5.7,1601.82,35.421,0.58503592369312
2195023,2024-02-14,CHLMC,"Constitución de Apatzingán, Jal.","Chilatán, Jal.",Jalisco,Jilotlán de los Dolores,Balsas,19.287778,-102.774167,RI,R. Grande,Libre,1990,440,2.32001,437.6799927,807.1500244,429.4500122,590.0250244,107,416.99,349.214,0.591863032174131
2195024,2024-02-14,ZICMC,"Zicuirán, Mich.","La Peña, Mich.",Michoacán de Ocampo,La Huacana,Balsas,18.921111,-101.931944,RI,R. Zicuirán,Libre,1957,302.75,1.31,301.4400024,47.48500061,299.0,36.29399872,46,296.7,27.396,0.7548355366228431
2195025,2024-02-14,INFMC,"Infiernillo, Mich.","Infiernillo, Mich.",Guerrero,Arteaga,Balsas,18.266666999999998,-101.883333,GH,R. Balsas,Contr,1964,184,0.8,183.2,15194.8,169.0,9367.77,151.5,159.46,6401.32,0.6833344541977431
2195236,2024-02-15,VILMC,"José María Morelos y Pavón, Mich.","La Villita, Mich.",Michoacán de Ocampo,Lázaro Cárdenas,Balsas,18.048333,-102.180278,AP/GH/RI,R. Balsas,Contr,1973,59.73,3.0,56.73,686.94,51.2,545.93,73,50.05,516.6,0.9462751634824971
2195206,2024-02-15,GDLMX,"Guadalupe, Méx.","Guadalupe,Méx.",Estado de México,Cuautitlán Izcalli,Aguas del Valle de México,19.635556,-99.252222,RI,R. Cuautitlán,Libre,1936,2308.75,1.9299300000000001,2306.820068,64.08,2305.199951,56.91,33,2302.0,44.18,0.7763134774204881
2195207,2024-02-15,CNPMX,"La Concepción, Méx.","La Concepción, Méx.",Estado de México,Tepotzotlán,Aguas del Valle de México,19.695,-99.304444,RI,R. Tepotzotlán,Libre,1949,2355.64,3.09996,2352.540039,12.599,2352.100098,12.111,39,2344.88,6.04,0.498720171744694
2195208,2024-02-15,PMDMX,"Madín, Méx.","Madín, Méx.",Estado de México,Naucalpan de Juárez,Aguas del Valle de México,19.526944,-99.260833,AP,R. Tlanepantla,Contr,1959,2348.5,2.46,2346.04,17.964,2336.29,9.37,75,2333.5,7.644,0.8157950907150481
2195209,2024-02-15,PRGHD,"Javier Rojo Gómez, Hgo.","La Peña, Hgo.",Hidalgo,Alfajayucan,Aguas del Valle de México,20.359722,-99.329444,RI,R. Alfajayucan,Contr,1979,1980.96,1.3,1977.839,43.317,1976.84,39.99,60,1972.81,29.126,0.728332083020755
2195210,2024-02-15,TXMHD,"Taxhimay, Méx.","Taxhimay, Méx.",Estado de México,Villa del Carbón,Aguas del Valle de México,19.834722,-99.385278,RI,R. San Luis de las P,Libre,1912,2217.05,7.05,2216.1,47.386,2214.1,39.914,43,2209.65,24.403,0.611389487397905
2195211,2024-02-15,PRQHD,"Requena, Hgo.","Requena, Hgo.",Hidalgo,Tula de Allende,Aguas del Valle de México,19.963056,-99.310833,RI,R. Tula,Mixto,,2116.59,1.5,2110.3,61.519,2109.0,51.57,38,2102.91,15.414,0.298894706224549
2195212,2024-02-15,ENDHD,"Endhó, Hgo.","Endhó, Hgo.",Hidalgo,Tepetitlán,Aguas del Valle de México,20.163889,-99.36,RI,R. Tula,Libre,1951,2023,3.0,2020.0,208.65,2018.0,182.9,60,2014.01,133.487,0.7298359759431381
2195213,2024-02-15,PVAHD,"Vicente Aguirre, Hgo.","Las Golondrinas, Hgo.",Hidalgo,Alfajayucan,Aguas del Valle de México,20.435556,-99.375833,RI,R. Alfajayucan,Libre,1954,1865.9,7.4,1855.5,19.685,1854.9,17.799,27,1845.21,0.712,0.040002247317265004
2195214,2024-02-15,SJATL,"San José Atlanga, Tlax.","Atlanga,Tlax.",Tlaxcala,Atlangatepec,Balsas,19.556111,-98.200556,RI,R. Zahuapán,Libre,1959,2500,2.32988,2486.870117,47.97,2486.399902,42.63,24.2,2484.26,22.89,0.536945812807881
2195215,2024-02-15,BDDPB,"Manuel Avila Camacho, Pue.","Valsequillo o Balcón del Diablo, Pue.",Puebla,Puebla,Balsas,18.9125,-98.108611,RI,R. Atoyac,Libre,1946,2064,2.0,2062.0,391.489,2059.02,300.654,85,2056.05,226.044,0.751840986649105
2195216,2024-02-15,YOSOX,"Yosocuta, Oax.",San Marcos Arteaga,Oaxaca,San Marcos Arteaga,Balsas,17.724444,-97.826111,RI/AP,Río Huajuapan,Libre,,1513.7,0.0,1512.55,57.26,1509.7,47.226,53.7,1504.15,32.245,0.6827806716639131
2195217,2024-02-15,PUCMC,"Pucuato, Mich.","Pucuato, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.621389,-100.684167,RI,A. Los Charcos,Libre,1946,2501.25,1.25,2500.0,11.534,2499.0,9.485,15,2496.74,5.545,0.5846072746441751
2195218,2024-02-15,SABMC,"Sabaneta, Mich.","Sabaneta, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.622778,-100.669444,RI,A. Los Charcos,Libre,1948,2494.9,2.05,2508.95,5.875,2508.0,5.043,17,2507.99,5.035,0.998413642673012
2195219,2024-02-15,AGOMC,"Agostitlán, Mich.","Mata de Pinos, Mich.",Michoacán de Ocampo,Hidalgo,Balsas,19.579722,-100.608889,RI,A. El Chaparro,Libre,1955,2379,1.16,2377.84,18.754,2376.6,15.675,25,2376.51,15.464,0.986539074960127
2195220,2024-02-15,DBOMC,"El Bosque, Mich.","El Bosque, Mich.",Michoacán de Ocampo,Zitácuaro,Balsas,19.387778,-100.421111,AP,Río San Juan,Libre,1954,1745,2.0,1743.0,220.1,1741.4,202.4,70,1732.88,118.664,0.5862845849802371
2195221,2024-02-15,VBRMX,"Valle de Bravo, Méx.","Valle de Bravo, Méx.",Estado de México,Valle de Bravo,Balsas,19.2075,-100.18,AP,R. Valle de Bravo,Libre,1947,1835.37,2.5,1833.0,449.42,1830.0,394.39,56,1813.4,126.987,0.32198331600699803
2195222,2024-02-15,VVCMX,"Villa Victoria, Méx.","Villa Victoria,Méx.",Estado de México,Villa Victoria,Balsas,19.461667,-100.055556,AP,R. San Juan Malacate,Libre,1944,2561.96,0.0,2607.5,249.943,2605.5,185.723,19,2600.04,56.015,0.30160507853093
2195223,2024-02-15,EGLGR,"El Gallo, Gro.","El Gallo, Gro.",Guerrero,Cutzamala de Pinzón,Balsas,18.703056,-100.671111,GH/RI,R. Cutzamala,Libre,1998,370.5,2.5,368.0,545.9660034,362.7799988,400.0390015,67.5,361.76,375.23,0.93798354308711
2195224,2024-02-15,RODMR,"El Rodeo, Mor.","El Rodeo, Mor.",Morelos,Miacatlán,Balsas,18.765278,-99.331389,RI,R. Tembembe,Libre,1974,1166.5,2.30005,1166.5,33.13700104,1164.199951,26.98399925,8,1154.32,4.99,0.18492440478406802
2195225,2024-02-15,LDTGR,"Laguna de Tuxpan, Gro.","Laguna de Tuxpan, Gro.",Guerrero,Iguala de la Independencia,Balsas,18.363333,-99.503056,RI,Antiguo canal de riego,Libre,1937,744.75,0.0,743.3499756,19.50300026,742.8400269,17.64699936,8,741.65,13.47,0.763302572024346
