idmonitoreodiario,fechamonitoreo,clavesih,nombreoficial,nombrecomun,estado,nommunicipio,regioncna,latitud,longitud,uso,corriente,tipovertedor,inicioop,elevcorona,bordolibre,nameelev,namealmac,namoelev,namoalmac,alturacortina,elevacionactual,almacenaactual,llenano
2200748,2024-03-12,PIRMX,"Ignacio Ramírez, Méx.","La Gavia, Méx.",Estado de México,Almoloya de Juárez,Lerma Santiago Pacífico,19.461667,-99.775,RI,R. La Gavia,Libre,1965,2553.76,3.28002,2550.47998,36.29999924,2548.44,20.227,23.5,2548.01,17.303,0.8554407475156961
2200749,2024-03-12,TPTMX,"San Andrés Tepetitlán, Méx.","Tepetitlán,Méx.",Estado de México,San Felipe del Progreso,Lerma Santiago Pacífico,19.660833,-99.961389,RI,R. San José,Libre,1964,2597.38,2.92004,2594.459961,81.02899933,2592.02002,59.9659996,35,2590.17,46.145,0.7695193994564881
2200750,2024-03-12,TEPMC,"Tepuxtepec, Mich.","Tepuxtepec, Mich.",Michoacán de Ocampo,Contepec,Lerma Santiago Pacífico,20.000278,-100.229167,GH/RI,R. Lerma,Contr,1930,2352,2.0,2350.0,537.527,2348.11,449.97,47,2344.43,302.649,0.672598173211547
2200751,2024-03-12,SLSGJ,"Solís, Gto.","Solis, Gto.",Guanajuato,Acámbaro,Lerma Santiago Pacífico,20.055278,-100.669722,RI,R. Lerma,Contr,1949,1901.7,3.0,1898.7,1214.14,1892.54,800.0,56.7,1886.82,490.62,0.613275
2200752,2024-03-12,PFBMX,"Francisco José Trinidad Fabela, Méx.","Islas de las Aves o El Salto, Méx.",Estado de México,Atlacomulco,Lerma Santiago Pacífico,19.829166999999998,-99.790278,RI,R. Del Salto,Libre,1945,2697.5,1.69995,2697.800049,12.32,2696.699951,9.93,19.15,2691.18,1.925,0.19385699899295
2200753,2024-03-12,LDYGJ,"Laguna de Yuriria, Gto.","Bordo de Tavamatacheo, Gto.",Guanajuato,Yuriria,Lerma Santiago Pacífico,20.286944,-101.073056,RI,R. Lerma,Contr,1550,0,0.0,1731.400024,325.1950073,1730.92,278.79,10,1727.22,20.659,0.07410237096022
2200783,2024-03-12,ANVAG,"Cincuenta Aniversario, Ags.",San José de Gracia,Aguascalientes,San José de Gracia,Lerma Santiago Pacífico,22.188611,-102.464167,AP/RI,Río Blanco,Libre,,89.2,0.0,2088.57,5.039,2086.0,4.1,39.2,2079.66,2.569,0.6265853658536581
2200784,2024-03-12,PTRAG,"Derivadora Pabellón, Ags.","Derecha Potrerillos, Ags.",Aguascalientes,Rincón de Romos,Lerma Santiago Pacífico,22.235,-102.4375,RI,R. San Pedro,Libre,1931,2099.86,0.0,2093.0,2.099999905,2092.600098,2.0380001070000002,35,2086.67,1.25,0.613346385854728
2200785,2024-03-12,PECAG,"Plutarco Elías Calles, Ags.","Calles, Ags.",Aguascalientes,San José de Gracia,Lerma Santiago Pacífico,22.141111,-102.417222,AP/RI,R. Santiago,Libre,1931,2022.6,0.6000000000000001,2022.0,407.438,2020.0,358.121,67,1998.74,41.472,0.115804434813931
2200786,2024-03-12,JCQAG,"Jocoque, Ags.","Derecha Jocoque, Ags.",Aguascalientes,San José de Gracia,Lerma Santiago Pacífico,22.121667,-102.356944,RI,R. San Pedro,Libre,1929,1944.95,1.5499800000000001,1943.400024,11.39999962,1942.449951,10.97500038,44,1940.32,9.512,0.86669700871573
2200787,2024-03-12,ABRAG,"Abelardo L. Rodríguez, Ags.","Abelardo L. Rodríguez, Ags.",Aguascalientes,Jesús María,Lerma Santiago Pacífico,21.916944,-102.427778,RI,R. Morcinique,Libre,1934,1890.2,1.47,1890.0,18.816,1888.88,15.997,25,1882.33,4.895,0.30599487403888204
2200788,2024-03-12,NGRAG,"El Niágara, Ags.","El Niágara, Ags.",Aguascalientes,Aguascalientes,Lerma Santiago Pacífico,21.78,-102.371667,RI,R. Aguascalientes,Libre,1963,1833,0.599976,1832.400024,31.69499969,1828.400024,16.18799973,31.5,1828.42,16.246,1.00358291765303
2200789,2024-03-12,CRTJL,"El Cuarenta, Jal.","El Cuarenta, Jal.",Jalisco,Lagos de Moreno,Lerma Santiago Pacífico,21.497778,-101.7375,RI,A. Azul,Libre,1949,2004,2.05005,2001.949951,38.95999908,1998.75,30.625,42,1985.72,5.464,0.178416326530612
2200790,2024-03-12,ESTJL,"El Estribón, Jal.","El Estribón, Jal.",Jalisco,Yahualica de González Gallo,Lerma Santiago Pacífico,21.185556,-102.900556,RI,A. Las Pilas,Libre,1946,1882.5,1.08997,1881.410034,7.739999771,1880.0,6.377999783,29,1878.15,5.048,0.7914707073924651
2200791,2024-03-12,PMOZC,"Los Moraleños, Zac.",Moraleños,Zacatecas,Jalpa,Lerma Santiago Pacífico,21.711111,-102.903611,RI,Río Calvillo,Libre,,1324.75,0.0,1322.93,26.07,1318.96,20.932,47.05,1310.71,9.3,0.44429581502006504
2200792,2024-03-12,PALZC,"Palomas, Zac.","Palomas, Zac.",Zacatecas,Villanueva,Lerma Santiago Pacífico,22.347778,-102.798056,RI,R. Palomas,Libre,1970,1908.34,0.8600200000000001,1907.47998,8.761,1904.25,4.62,28,1902.49,2.982,0.6454545454545451
2200793,2024-03-12,TAYZC,"Ing. Julián Adame Alatorre, Zac.","Tayahua, Zac.",Zacatecas,Villanueva,Lerma Santiago Pacífico,22.120556,-102.864167,RI,R. Juchipila,Libre,1976,1701.7,0.289966,1701.410034,50.3769989,1696.01001,31.59799957,54.3,1687.9,13.409,0.42436230718639706
2200794,2024-03-12,CHIZC,"El Chique, Zac.","El Chique, Zac.",Zacatecas,Tabasco,Lerma Santiago Pacífico,21.997222,-102.896111,RI,R. Juchipila,Libre,1958,1588.48,2.00002,1586.47998,192.5670013,1580.180054,138.9089966,61,1568.95,66.534,0.47897545607927805
2200795,2024-03-12,CDRAG,"La Codorniz, Ags.","La Codorniz, Ags.",Aguascalientes,Calvillo,Lerma Santiago Pacífico,21.9975,-102.676944,RI,R. De La Labor,Libre,1966,1840,2.23999,1837.76001,6.527999878,1836.0,5.366000175,36,1822.68,0.47400000000000003,0.0883339516477
2200796,2024-03-12,MNLAG,"Media Luna, Ags.","Media Luna, Ags.",Aguascalientes,Calvillo,Lerma Santiago Pacífico,21.8075,-102.788333,RI,R. Calvillo,Libre,1976,1624.1,2.14004,1621.959961,21.19599915,1619.199951,15.0,40.6,1609.65,2.7199999999999998,0.181333333333333
2200797,2024-03-12,CUQJL,"Cuquío, Jal.","Los Gigantes, Jal.",Jalisco,Cuquío,Lerma Santiago Pacífico,20.948056,-103.039444,RI,A. Achichilco,Libre,1967,1808.5,1.9200400000000002,1806.579956,8.850000381000001,1805.5,7.5,24,1802.7,4.325,0.576666666666666
2200798,2024-03-12,REDJL,"La Red, Jal.","La Red, Jal.",Jalisco,Acatic,Lerma Santiago Pacífico,20.718889,-102.815278,RI,R. Calderón,Libre,1968,1796.5,1.8000500000000001,1794.699951,18.29999924,1792.5,14.25,24,1786.81,5.755,0.40385964912280703
2200799,2024-03-12,EGCJL,"Ing. Elías González Chávez, Jal.","Puente Calderón, Jal.",Jalisco,Zapotlanejo,Lerma Santiago Pacífico,20.681389,-102.976111,AP,R. Calderón,Libre,1991,1622,2.0,1620.0,100.0,1618.0,80.0,36,1609.18,21.209,0.2651125
2200800,2024-03-12,AGMNR,"Aguamilpa Solidaridad, Nay.","Aguamilpa, Nay.",Nayarit,Tepic,Lerma Santiago Pacífico,21.839167,-104.802222,GH,R. Santiago,Contr,1993,235,3.0,232.0,6950.0,222.0,5785.16,187,199.23,3645.715,0.630183953425661
2200801,2024-03-12,CJNNR,"Leonardo Rodríguez Alcaine, Nay.","Leonardo Rodríguez Alcáine, Nay.",Nayarit,Santa María del Oro,Lerma Santiago Pacífico,21.428333,-104.450833,GH,R. Santiago,Contr,2006,394.5,0.5,394.0,2393.11,391.0,2282.13,186,370.79,1577.511,0.69124502109871
2200802,2024-03-12,RSRNR,"San Rafael, Nay.",San Rafael,Nayarit,Tepic,Lerma Santiago Pacífico,21.780833,-104.8875,RI/GH,Río Grande de Santiago,Contr,,67.85,0.0,66.1,35.591,63.41,26.179,51.85,62.66,23.845,0.9108445700752511
2200803,2024-03-12,PLYJL,"Ing. Alfredo Elías Ayub, Jal.","La Yesca, Jal.",Nayarit,Hostotipaquillo,Lerma Santiago Pacífico,21.196944,-104.105833,GH,R. Santiago,Contr,2012,579,1.0,578.0,2392.88,575.0,2292.92,207,546.46,1492.83,0.651060656281073
2200804,2024-03-12,STEZC,"Independencia Nacional, Zac.",Santa Teresa,Zacatecas,Monte Escobedo,Lerma Santiago Pacífico,22.326667,-103.495833,RI,Arroyo Santa Teresa,Libre,,1951.6,0.0,1949.33,13.944,1946.0,9.172,31.6,1942.54,5.337,0.581879633667684
2200805,2024-03-12,LOBZC,"Manuel Felgueres, Zac.","Lobatos, Zac.",Zacatecas,Valparaíso,Lerma Santiago Pacífico,22.845278,-103.382778,RI,R. Cuevecillas,Libre,1980,2082.3,2.12007,2080.179932,9.43500042,2077.050049,6.90500021,35,2072.56,4.156,0.601882675395313
2200806,2024-03-12,BTEZC,"Ramón López Velarde, Zac.","Boca del Tesorero, Zac.",Zacatecas,Jerez,Lerma Santiago Pacífico,22.824167,-102.953333,RI,R. Jeréz,Libre,1975,2100.5,2.34009,2098.159912,36.74399948,2096.0,26.21999931,30,2089.97,7.6850000000000005,0.293096880329399
2200807,2024-03-12,ACHZC,"Achimec, Jal.","Vaqueros, Jal.",Jalisco,Huejúcar,Lerma Santiago Pacífico,22.327222,-103.225278,RI,R. Huejúcar,Libre,\N,1846.3,2.02998,1844.27,12.212,1841.5,7.364,28.5,1835.79,1.581,0.21469310157523
2200808,2024-03-12,TENJL,"Tenasco, Jal.","Boquilla de Zaragoza, Jal.",Jalisco,Santa María de los Ángeles,Lerma Santiago Pacífico,22.171944,-103.198611,RI,A. Tenasco,Libre,1960,1777,0.0,1724.839966,13.85000038,1722.849976,10.49,32,1717.53,4.594,0.43794089609151504
2200809,2024-03-12,EXCZC,"Miguel Alemán, Zac.","Excamé, Zac.",Zacatecas,Tepechitlán,Lerma Santiago Pacífico,21.645833,-103.35,RI,R. Tlaltenango,Contr,1949,1707,2.5,1704.5,70.91999817,1703.4,64.53,48,1692.0,18.015,0.27917247791724703
2200810,2024-03-12,VILZC,"José María Morelos, Zac.","La Villita, Zac.",Zacatecas,Tepechitlán,Lerma Santiago Pacífico,21.588889,-103.3375,RI,A. San Pedro,Libre,1986,1833.2,2.01006,1831.189941,11.16499996,1829.0,9.017999649,39.2,1823.17,4.891,0.5423597461042661
2200811,2024-03-12,TCTJL,"Tacotán, Jal.","Tacotán, Jal.",Jalisco,Unión de Tula,Lerma Santiago Pacífico,20.036111,-104.320278,RI,R. Ayutla,Libre,1960,1407.5,1.20996,1406.290039,169.0,1403.060059,149.2389984,68.5,1389.87,92.206,0.6178411875484681
2200842,2024-03-12,SNLSI,"Sanalona, Sin.","Sanalona, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.815,-107.151389,AP/GH/RI,R. Tamazula,Libre,1948,165,2.83,162.17,987.522,156.2,687.988,81,139.1,162.149,0.235685796845293
2200843,2024-03-12,JLPSI,"José López Portillo, Sin.","Comedero, Sin.",Sinaloa,Cosalá,Pacífico Norte,24.571667,-106.807222,AP/GH/RI,R. San Lorenzo,Contr,1981,290,4.54999,286.9500122,3966.169922,272.16,2580.19,136,225.42,366.036,0.14186397125793
2200844,2024-03-12,CBRDR,"Caboraca, Dgo.","Canoas, Dgo.",Durango,Canatlán,Pacífico Norte,24.538333,-104.810278,RI,R. La Sauceda,Libre,1992,2003.75,2.46997,2001.280029,57.88000107,1998.25,45.0,37,1992.47,24.523,0.5449555555555551
2200845,2024-03-12,PAGDR,"Peña del Aguila, Dgo.","Peña Del Aguila, Dgo.",Durango,Durango,Pacífico Norte,24.203889,-104.656667,RI,R. La Sauceda,Libre,1954,1896.8,1.5299800000000001,1895.27002,54.902,1892.5,27.948,25,1887.38,4.939,0.17672105338485702
2200846,2024-03-12,GVCDR,"Presidente Guadalupe Victoria, Dgo.","El Tunal, Dgo.",Durango,Durango,Pacífico Norte,23.961111,-104.753056,RI,R. Tunal,Mixto,1962,1934.8,1.69,1934.61,94.617,1931.0,78.06,72.8,1921.23,41.377,0.530066615424032
2200847,2024-03-12,SBYDR,"Santiago Bayacora, Dgo.","Santiago Bayacora, Dgo.",Durango,Durango,Pacífico Norte,23.874444,-104.675833,RI,R. Santiago Bayacora,Libre,1990,1962,0.810059,1965.939941,169.8690033,1959.01001,130.0469971,66.75,1951.43,94.835,0.7292363692725351
2200848,2024-03-12,FVLDR,"Francisco Villa, Dgo.","El Bosque, Dgo.",Durango,Poanas,Pacífico Norte,24.001667,-103.960833,RI,R. Poanas,Libre,1968,1998.7,2.5700000000000003,1996.130005,96.56999969,1993.0,73.26000214,58.7,1989.53,52.167,0.7120802412796651
2200849,2024-03-12,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.","El Salto o Elota, Sin.",Sinaloa,Elota,Pacífico Norte,24.121944,-106.695833,RI,R. Elota,Libre,1988,167.1,2.46,164.6399994,815.592,154.5,403.9,73,142.61,148.937,0.36874721465709304
2200850,2024-03-12,SELDR,"Santa Elena, Dgo.","Santa Elena, Dgo.",Durango,Súchil,Pacífico Norte,23.623056,-104.054444,RI,R. Graseros,Libre,1977,2002.75,1.14001,2001.61,18.766,1999.8,15.08,30.75,1989.85,2.2800000000000002,0.15119363395225402
2200851,2024-03-12,RMEGR,"Revolución Mexicana, Gro.","El Guineo, Gro.",Guerrero,Ayutla de los Libres,Pacífico Sur,16.823611,-99.166111,RI,R. Nexpa,Libre,1984,110.7,3.11,107.5899963,259.502,94.40000153,126.694,70.7,92.77,114.333,0.902434211564872
2200852,2024-03-12,JDMOX,"Presidente Benito Juárez, Oax.","Bordo Benito Juárez, Oax.",Oaxaca,Santa María Jalapa del Marqués,Pacífico Sur,16.445556,-95.397778,RI,R. Tehuantepec,Libre,1961,138.4,2.64999,139.8500061,1726.747,124.25,720.317,85.5,110.42,235.684,0.32719483227523405
2200853,2024-03-12,LBQCH,"La Boquilla, Chih.","Lago de Toronto, Chih.",Chihuahua,San Francisco de Conchos,Río Bravo,27.544722,-105.414167,GH/RI,R. Conchos,Libre,1916,1322,2.90002,1319.1,3192.75,1317.0,2846.78,82,1302.59,1082.878,0.380386963516674
2200854,2024-03-12,SGBDR,"San Gabriel, Dgo.","San Gabriel, Dgo.",Durango,Ocampo,Río Bravo,26.436667,-105.560833,RI,R. Florido,Libre,1991,1785.6,2.20999,1783.390015,377.3380127,1777.900024,245.4309998,48,1771.39,132.546,0.5400540278449371
2200855,2024-03-12,PAGCH,"Pico del Aguila, Chih.","Pico Del Aguila, Chih.",Chihuahua,Coronado,Río Bravo,26.546389,-105.254167,RI,R. Florido,Libre,1993,1625.9,2.5,1619.0,59.843,1616.900024,48.276,42,1610.85,22.081,0.457390836026182
2200856,2024-03-12,FIMCH,"Las Vírgenes, Chih.","Francisco I. Madero, Chih.",Chihuahua,Rosales,Río Bravo,28.166111,-105.628889,RI,R. San Pedro,Libre,1949,1243.8,1.23994,1242.560059,477.6220093,1239.3,333.32,57,1230.32,109.259,0.32779011160446403
2200857,2024-03-12,LLNCH,"El Granero, Chih.","Ing. Luis L. León, Chih.",Chihuahua,Aldama,Río Bravo,28.984444,-105.28,RI,R. Conchos,Contr,1968,1053,2.5,1050.5,824.76181,1034.8,284.382,62,1034.41,275.658,0.96932295292951
2200858,2024-03-12,CHUCH,"Chihuahua, Chih.","Chihuahua, Chih.",Chihuahua,Chihuahua,Río Bravo,28.570556,-106.167778,AP,R.Â Chuviscar,Libre,1960,1546,1.71997,1544.280029,35.63100052,1540.819946,23.38299942,58,1537.28,14.265,0.610058604705726
2200859,2024-03-12,ERECH,"El Rejón, Chih.","El Rejón, Chih.",Chihuahua,Chihuahua,Río Bravo,28.614722,-106.119444,AP,A. El Rejón,Libre,1966,1479.8,1.48005,1478.319946,7.7550001139999996,1477.0,6.5280000000000005,33,1476.02,5.702,0.873468137254902
2200860,2024-03-12,PAZCH,"Piedras Azules, Chih.",,Chihuahua,Allende,Río Bravo,27.249167,-105.211111,RI,Río Parral,Libre,,2000,0.0,1998.42,13.194,1996.5,8.712,22,1995.2,6.25,0.717401285583103
2200861,2024-03-12,CILAAMSMX,"Internacional La Amistad, Coah.","La Amistad, Coah.",Coahuila de Zaragoza,Acuña,Río Bravo,29.446944,-101.057222,AP/RI,R. Bravo,Contr,1968,351.22,0.0,349.03,2707.437,340.46,1769.66,87.57,320.225,186.669,0.105482974130623
2200862,2024-03-12,CNTCL,"El Centenario, Coah.","El Centenario, Coah.",Coahuila de Zaragoza,Jiménez,Río Bravo,29.213611,-100.95,RI,R. San Diego,Libre,1935,338,1.62,336.3800049,25.711,336.1499939,24.5890007,17,334.98,19.402,0.789051992665972
2200863,2024-03-12,SMGCL,"San Miguel, Coah.","San Miguel, Coah.",Coahuila de Zaragoza,Jiménez,Río Bravo,29.034167,-100.953889,AP/RI,R. San Diego,Libre,1935,343.5,1.54001,341.9599915,22.19300079,341.7399902,21.16799927,15,341.54,20.245,0.9563964804501811
2200864,2024-03-12,LFGCL,"La Fragua, Coah.","La Fragua, Coah",Coahuila de Zaragoza,Jiménez,Río Bravo,28.82,-100.832222,RI,R. San Rodrigo,Libre,1993,306.68,2.00001,303.96,85.37999725,300.2999878,47.29499817,24.7,297.6,28.226,0.596807296588589
2200865,2024-03-12,CILAFLCMX,"Internacional Falcón, Tamps.","Falcón, Tamps.",Tamaulipas,Guerrero,Río Bravo,26.560278,-99.170556,AP/RI,R. Bravo,Contr,1953,98.45,0.0,93.482,1607.962,91.81,1351.63,50,81.51,511.346,0.378318030822044
2200866,2024-03-12,PSANL,"Salinillas, N.L.","Salinillas, N.L.",Nuevo León,Anáhuac,Río Bravo,27.429167,-100.372222,RI,R. Salado,Libre,1930,0,0.0,232.0,19.01099968,232.0,19.01099968,10,229.04,6.634,0.348955873529318
2200867,2024-03-12,VCRCL,"Venustiano Carranza, Coah.","Don Martín, Coah.",Coahuila de Zaragoza,Juárez,Río Bravo,27.515,-100.616111,AP/RI,R. Sabinas,Contr,1932,265.8,4.00001,261.7999878,1322.372,259.24,874.1,38.86,252.07,161.299,0.184531518132936
2200868,2024-03-12,LBCNL,"Rodrigo Gómez, N.L.","La Boca, N.L.",Nuevo León,Santiago,Río Bravo,25.428056,-100.128056,AP,A. La Chueca - San Juan,Contr,1961,450.04,0.839988,449.2000122,42.657,448.54,39.49,34,441.1,12.933,0.32750063307166305
2200869,2024-03-12,CCHNL,"Cuchillo Solidaridad, N.L.","El Cuchillo, N.L.",Nuevo León,China,Río Bravo,25.711667,-99.276944,AP/RI,Río San Juan,Contr,1994,169.2,3.0,166.6600037,1784.292,162.35,1123.143,44,155.44,449.578,0.400285627030573
2200870,2024-03-12,MRGTP,"Marte Rodolfo Gómez, Tamps.","El Azúcar, Tamps.",Tamaulipas,Camargo,Río Bravo,26.204722,-98.925556,RI,Río San Juan,Libre,1946,86,3.0,83.0,2208.663,76.3,781.7,49,73.94,488.252,0.624602788793654
2200871,2024-03-12,LBLTP,"Derivadora Las Blancas, Tamps.","Las Blancas, Tamps.",Tamaulipas,Mier,Río Bravo,26.408889,-99.233611,RI,R. Sombreretillo,Libre,2000,93.3,1.5,91.80000305,133.43206,89.91999817,83.784,32.38,85.01,23.862,0.28480378115153204
2200697,2024-03-12,LCRDR,"Lázaro Cárdenas, Dgo.","El Palmito, Dgo.",Durango,Indé,Cuencas Centrales del Norte,25.594167,-105.015833,RI,R. Nazas,Contr,1946,1635,3.0,1632.0,4278.541,1622.46,2957.61,100,1605.34,1399.278,0.47311105926744906
2200698,2024-03-12,FZRDR,"Francisco Zarco, Dgo.","Las Tórtolas, Dgo.",Durango,Cuencamé,Cuencas Centrales del Norte,25.270833,-103.773611,RI,R. Nazas,Contr,1968,1213,2.9499500000000003,1210.050049,383.1600037,1208.2,309.24,39.5,1199.52,86.866,0.28090156512740905
2200699,2024-03-12,LNRDR,"Los Naranjos, Dgo.","Los Naranjos, Dgo.",Durango,General Simón Bolívar,Cuencas Centrales del Norte,24.613056,-103.306944,RI,R. Santa Clara,Libre,1985,1663,1.9100300000000001,1661.089966,27.38999939,1658.400024,20.928,48,1652.45,10.239,0.489248853211009
2200700,2024-03-12,TGRDR,"El Tigre, Dgo.",El Tigre,Durango,San Juan de Guadalupe,Cuencas Centrales del Norte,24.563056,-102.785,RI,Arroyo El Tigre,Libre,,1581.62,0.0,1580.12,18.56,1576.92,14.0,34.5,1568.45,4.168,0.29771428571428504
2200701,2024-03-12,SGOZC,"Santiago, Zac.",Santiago,Zacatecas,Miguel Auza,Cuencas Centrales del Norte,24.288611,-103.506111,RI,Río Santiago,Libre,,2001.8,0.0,2000.26,11.421,1997.26,6.2,25.6,1995.16,3.539,0.570806451612903
2200702,2024-03-12,ELCZC,"El Cazadero, Zac.","El Cazadero, Zac",Zacatecas,Río Grande,Cuencas Centrales del Norte,23.693333,-103.098333,RI,R. Aguanaval,Libre,1964,1920.12,1.50006,1919.939941,44.68000031,1916.0,22.178,27.12,1912.48,9.162,0.413112093065199
2200703,2024-03-12,LREZC,"Gobernador Leobardo Reynoso, Zac.","Trujillo, Zac.",Zacatecas,Fresnillo,Cuencas Centrales del Norte,23.18,-103.216944,RI,R. San Francisco o Los Lazos,Libre,1946,2131.85,2.31997,2129.53,125.921,2127.35,95.717,40.34,2117.4,19.341,0.202064419068713
2200704,2024-03-12,STRZC,"Santa Rosa, Zac.","Santa Rosa, Zac.",Zacatecas,Fresnillo,Cuencas Centrales del Norte,22.923611,-103.108889,RI,A. El Arenal,Libre,1937,2250.19,0.550107,2249.639893,14.04100037,2248.639893,10.47599983,15,2245.07,1.608,0.15349370237628102
2200705,2024-03-12,APRDR,"Ing. Benjamín Ortega Cantero, Dgo.","Agua Puerca, Dgo.",Durango,Hidalgo,Cuencas Centrales del Norte,26.226389,-104.493889,RI,A. Grande del Derrame,Libre,1984,1436.4,2.30002,1434.099976,56.06000137,1430.199951,30.764,34.8,1426.29,14.001,0.45510986867767506
2200706,2024-03-12,VHGDR,"Villa Hidalgo, Dgo.","Villa Hidalgo, Dgo.",Durango,Hidalgo,Cuencas Centrales del Norte,26.2425,-104.928889,RI,A. Cerro Gordo,Libre,1977,1731.28,1.73,1729.55,39.555,1726.23,23.08,34.2,1722.02,9.685,0.41962738301559804
2200707,2024-03-12,SNJSL,"San José, S.L.P.","San José, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.150278,-101.054444,AP,R. Santiago,Libre,1903,1955.5,0.359985,1933.7,5.656,1933.3,5.223,32,1924.35,0.455,0.087114685046907
2200708,2024-03-12,ELPSL,"Gonzalo N. Santos, S.L.P.","El Peaje, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.092222,-101.098611,AP,A. Grande o Azul,Libre,1953,2049.6,1.73,2047.87,9.054,2044.849976,6.6850000000000005,39,2029.66,0.41400000000000003,0.061929693343305
2200709,2024-03-12,EPOSL,"El Potosino, S.L.P.","El Potosino, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.099722,-101.078056,RI,A. El Potosino,Libre,1990,2000.85,0.150024,2000.849976,5.198999882,1996.800049,3.292999983,30.85,1979.98,0.026000000000000002,0.007895536026184001
2200710,2024-03-12,ELOSL,"Cañada del Lobo, S.L.P.","Cañada del Lobo, S.L.P.",San Luis Potosí,San Luis Potosí,Cuencas Centrales del Norte,22.094722,-100.9675,CA,R. Españita,Libre,1987,1963.7,1.5499800000000001,1962.1,2.161,1958.8,1.244,28,1953.02,0.261,0.20980707395498302
2200711,2024-03-12,IVGSL,"Valentín Gama, S.L.P.","Ojo Caliente, S.L.P.",San Luis Potosí,Villa de Reyes,Cuencas Centrales del Norte,21.88,-100.820556,RI,R. Santa María,Libre,1970,1789.55,1.45002,1788.099976,22.39999962,1783.800049,9.510000229,24,1774.46,0.177,0.018611986933528002
2200712,2024-03-12,ANGCP,"Doctor Belisario Domínguez, Chis.","La Angostura, Chis.",Chiapas,Acala,Frontera Sur,16.401389,-92.778889,GH,R. Grijalva,Contr,1976,543,3.5,539.5,19736.4,533.0,13169.63,147,519.78,6301.49,0.47848648747155303
2200713,2024-03-12,CHICP,"Manuel Moreno Torres, Chis.","Chicoasén, Chis.",Chiapas,Osumacinta,Frontera Sur,16.941667,-93.100556,GH,R. Grijalva,Contr,1980,405,7.0,395.0,1318.6,392.5,205.98,261,391.11,177.906,0.863705214098456
2200714,2024-03-12,MALCP,"Nezahualcóyotl, Chis.","Malpaso, Chis.",Chiapas,Tecpatán,Frontera Sur,17.178611,-93.598889,GH,R. Grijalva o Mezcalapa,Contr,\N,192,4.0,188.0,14056.32,182.5,9317.39,138,165.8,4714.76,0.5060172430262121
2200715,2024-03-12,JSBCP,"Juan Sabines, Chis.","El Portillo II o Cuxtepeques, Chis.",Chiapas,La Concordia,Frontera Sur,15.996389,-92.898611,RI,R. Cuxtepeques,Libre,1981,620.25,1.97998,618.2700195,116.1100006,612.1199951,68.15000153,46,609.3,52.478,0.770036666498076
2200716,2024-03-12,PENCP,"Angel Albino Corzo, Chis.","Peñitas, Chis.",Chiapas,Ostuacán,Frontera Sur,17.446111,-93.458611,GH,R. Grijalva,Contr,1986,98,5.0,95.5,578.63,87.4,215.041,58,85.43,170.016,0.790621323375542
2200717,2024-03-12,NNEPB,"Necaxa, Pue.","Necaxa, Pue.",Puebla,Juan Galindo,Golfo Centro,20.216667,-98.000556,GH,R. Necaxa,Libre,1908,1344,1.0,1343.0,39.283,1338.0,29.055,59,1335.3,24.093,0.8292204439855441
2200718,2024-03-12,TENPB,"Tenango, Pue.","Tenango, Pue.",Puebla,Huauchinango,Golfo Centro,20.199444,-97.983333,GH,R. Coacuila,Libre,1912,1353,2.0,1351.4,46.576,1345.6,28.479,39,1340.38,15.945,0.559886231960391
2200719,2024-03-12,NEXPB,"Nexapa, Pue.","Nexapa, Pue.",Puebla,Tlaola,Golfo Centro,20.168333,-97.984722,GH,R. Nexapa,Libre,1912,1364,1.0,1362.35,15.313,1360.0,12.5,44,1359.85,12.293,0.9834400000000001
2200720,2024-03-12,LLAHD,"La Laguna, Hgo.","Tejocotal, Pue.",Hidalgo,Acaxochitlán,Golfo Centro,20.135556,-98.128333,RI,A. Huitzilin,Libre,1903,2185,1.0,2184.5,49.227,2183.0,40.638,19,2175.48,6.5280000000000005,0.160637826664698
